,stars,comments
1947,5.0 stars,"  I have been using this MacBook Air since 3 Years.. till date no Repairs, problems & nothing. Worth each and every penny we spend.. I'm so Happy for Buying this product."
1948,5.0 stars,"  My best purchase so far is this MacBook. Looks so stylish, slim, and attractive best product. I’m happy with MacBook."
1949,5.0 stars,  Screen quality is good. And battery backup is good. Very nice for software development.coding . easy to carry.  Sound is very good
1950,5.0 stars,  It’s rlly good for coding and pretty decent for 60fps gaming and it’s the best for students and daily home usuage and videos r pretty decent
1951,1.0 stars,  This MacBook for those who have a decent kind of work also not for Gaming and Editing purpose.Amazon late delivery as usual and had so pathetic experience with Amazon courier team this time.
1952,5.0 stars,"  This product is superb and wonderful.  The picture quality and sound is crystal clear.  The  product has been sent in absolutely safe and brilliant packing.  Above all,  the product has been made available with an unbelievable and amazing cash back offer of Rs.9800/-  which nobody could resist.Thanks Amazon and Apple.  Thumps up"
1953,4.0 stars,"  Ab pata chala sab apple ke piche pagal q rehte h, wow feeling h. My first apple product, felt in love totally"
1954,1.0 stars,"  Waste of money it can not even able to open two browser at same time. Motherboard gone just in 1 year and new motherboard costs Rs 42000. Complete waste of money. Good for 5th standard kids for painting, puzzles etc."
1955,1.0 stars,"  Please be cautious, the SSD in the machines in India are giving up too early. Mine got spoiled in 18 months usage. Replace for new SSD cost is around 45000/- in Indian service centres. Used SSDs are available for 20k.  My colleague's machine lasted for 20 moths. Decide for yourself.Curse me if I discouraged you. Bless me if it serves as wisdom. You may be lucky."
1956,5.0 stars,"  I was also in the same catagory who thinks Apple products are costly and people buy for the brand name, trust me my perceptions changed after using this ""solid weapon"", after a long wait and many research I bought this laptop.you get most slim and stylish laptop in just 50k, MAC OS is just awesome, nothing can beat this, performance and style is unmatchable with any other laptop in this price range, most light weight and fastest processor ever I used.-If we talk about RAM 4GB is pretty enough for normal official use if you aren't looking for kids job of gaming and all.-Apple i5 processors are even better than being used in any other brands like DELL, HP, LENOVO and others.-Privacy protection makes Apple as one sided winner in this race.-128GB is sufficient if you are looking for professional work or personal use(keep storing movies aside), can easily get 1TB hard disk in just 1-3k for t  that there is no sense to buy 256GB version or above-It looks much better than other apple laptops-web camera is better than apple's Retina display variant-2017 model is much improved and advanced-9 hours battery back up that is unbelievable for its competitors, no doubt why apple is the biggest brand and king of this industry-Finally a person who is looking to get a laptop within 60k, undoubtedly go for it if your purpose is browsing and other basic official stuffs"
1957,5.0 stars,"  Bought this laptop 5 years back , still runs the same as new .Battery has gone down a bit other than that no issues."
1958,5.0 stars,  Very lightweight Macbook Air  ..1.35 kg weight...battery also good..air is dispaly not a retina display ..camera also good .....nice protoct
1959,5.0 stars,  My best online purchase till date. I wonder why I even used windows computers over all those years. I am sure about one thing that I am not going to use any other computer other than mac in my life.You might want to consider buying a keyboard skin cover though.
1960,1.0 stars,  Within 1.5 years twice motherboard changed.Fortunately 1st time it was under warranty or else would have costed me 45k . No trust on Apple now. Had been a loyal customer for long.
1961,5.0 stars,  when u compare this Mac  with window u abusutly  know the difference and this Mac much better than windows
1962,1.0 stars,  waste of money i lost my moneyyyy
1963,5.0 stars,"  I bought this product before 1 year ago and still happy to invest on this ,its very fast and for others cases,once i faced a music sound is not working issue, but its solved after restarting laptop, best product,Happy ,thanx amazon and apple :)"
1964,4.0 stars,"  This is an honest unbiased review from someone who bought a Mac (and always was satisfied with Windows) for the first time.Pros:Literally everything, except the cons.Cons:Display is basic. Colors lack vividness and it isn't Full HD. Professional Photo editing is impossible.Apple technical support is pathetic. My Mac tried to update automatically to high sierra and failed because of new file system. Now here's the catch. If the telephone execs can't help you out, you'll have to go to a service centre and pay a fortune for no mistake of yours. Glad that didn't happen because of a techie friend of mine.Apple servers are super slow. (At least in India)Mac vs windows :  after using this for a year, I'm of the opinion that  windows OS is way more flexible and more user friendly than  ios. The only reason I m sticking to this is cuz of the build quality and sturdiness .Verdict: if you can get this  for > Rs. 55000 ,aren't into photo editing and battery backup and weight are your top priorities, no windows laptop out there can beat this."
1965,1.0 stars,  Which is the best laptop for software  coding under 50000 ?Mac book is good for coding ?Any other brand with 1tb hard drive n 8 gb ram
1966,3.0 stars,  it is good performance and helpful for business but I got keyboard immersions on screen which shows poor hardware assembly or may be some other issue. If any one can answer how to solve ?
1967,5.0 stars,"  Had to sell my kidney to buy the laptop.  Nonetheless, it was totally worth it!"
1968,1.0 stars,"  Totally nuisance to purchase a laptop from amazon. I have purchased the MacBook Air in September 2017 & I hardly used it about 10 hours till date. Now yesterday when I start this laptop it suddenly goes off and after that when I start it again, no response from the laptop. On the other hand when I call the amazon customer care no body is listening."
